0 1.18679 0.508501 -0.599517 -0.513 0.8576 -0.0369 0.736035 0.436771 -0.274809 -0.204734 -0.939449 0.81198 0.470898 -0.344883
1 1.17252 0.499232 -0.602533 -0.5441 0.8378 -0.0457 0.736678 0.437875 -0.264153 -0.22274 -0.938408 0.794606 0.497029 -0.348659
2 1.17252 0.499232 -0.582498 -0.5447 0.8387 0 0.735308 0.438379 -0.285709 -0.185556 -0.940181 0.785235 0.509977 -0.351183
3 1.17252 0.499232 -0.602533 -0.5441 0.8378 -0.0457 0.736678 0.437875 -0.264153 -0.22274 -0.938408 0.794606 0.497029 -0.348659
4 1.15572 0.488319 -0.582498 -0.5824 0.8129 -0 0.735822 0.439768 -0.27812 -0.199258 -0.939652 0.759738 0.544312 -0.355701
5 1.17252 0.499232 -0.582498 -0.5447 0.8387 0 0.735308 0.438379 -0.285709 -0.185556 -0.940181 0.785235 0.509977 -0.351183
6 1.03074 0.352231 -0.484109 -0.3181 0.6344 0.7046 0.496176 0.818461 0.889235 0.457334 -0.010319 0.349702 -0.612289 0.709091
7 1.04359 0.359668 -0.485003 -0.0751 0.7451 0.6627 0.497274 0.818534 0.993509 0.112849 -0.0142896 0.233749 -0.632906 0.7381
8 1.0237 0.389725 -0.58112 -0.2301 0.9732 -0 0.497219 0.825078 0.971797 0.229767 0.0530822 0.0171695 0.00406289 0.999844
9 1.03074 0.352231 -0.484109 -0.3181 0.6344 0.7046 0.496176 0.818461 0.889235 0.457334 -0.010319 0.349702 -0.612289 0.709091
10 1.0237 0.389725 -0.58112 -0.2301 0.9732 -0 0.497219 0.825078 0.971797 0.229767 0.0530822 0.0171695 0.00406289 0.999844
11 1.01066 0.382567 -0.58112 -0.4811 0.8766 0 0.496121 0.825066 0.876589 0.481093 0.0118804 0.02045 0.0111743 0.999728
12 1.04359 0.359668 -0.485003 -0.0751 0.7451 0.6627 0.497274 0.818534 0.993509 0.112849 -0.0142896 0.233749 -0.632906 0.7381
13 1.05618 0.360499 -0.491261 0.449 0.7924 0.413 0.498093 0.819067 0.891118 -0.431084 -0.141686 0.0510615 -0.484201 0.873466
14 1.03759 0.388598 -0.58112 0.3549 0.9349 -0 0.498043 0.825184 0.930967 -0.353407 -0.0916703 0.206512 -0.0783958 0.975298
15 1.04359 0.359668 -0.485003 -0.0751 0.7451 0.6627 0.497274 0.818534 0.993509 0.112849 -0.0142896 0.233749 -0.632906 0.7381
16 1.03759 0.388598 -0.58112 0.3549 0.9349 -0 0.498043 0.825184 0.930967 -0.353407 -0.0916703 0.206512 -0.0783958 0.975298
17 1.0237 0.389725 -0.58112 -0.2301 0.9732 -0 0.497219 0.825078 0.971797 0.229767 0.0530822 0.0171695 0.00406289 0.999844
18 1.0237 0.389725 -0.58112 -0.2301 0.9732 -0 0.497219 0.825078 0.971797 0.229767 0.0530822 0.0171695 0.00406289 0.999844
19 1.03759 0.388598 -0.58112 0.3549 0.9349 -0 0.498043 0.825184 0.930967 -0.353407 -0.0916703 0.206512 -0.0783958 0.975298
20 1.05618 0.360499 -0.670979 0.449 0.7924 -0.413 0.498093 0.832158 0.872388 -0.488693 0.0108374 0.179462 0.372831 0.910379
21 1.0237 0.389725 -0.58112 -0.2301 0.9732 -0 0.497219 0.825078 0.971797 0.229767 0.0530822 0.0171695 0.00406289 0.999844
22 1.05618 0.360499 -0.670979 0.449 0.7924 -0.413 0.498093 0.832158 0.872388 -0.488693 0.0108374 0.179462 0.372831 0.910379
23 1.04359 0.359668 -0.677236 -0.0751 0.745 -0.6628 0.497274 0.832537 0.96862 0.212426 0.129037 -0.310284 0.614208 0.725584
24 1.01066 0.382567 -0.58112 -0.4811 0.8766 0 0.496121 0.825066 0.876603 0.481102 0.0104308 -0.0203766 -0.0111341 0.99973
25 1.0237 0.389725 -0.58112 -0.2301 0.9732 -0 0.497219 0.825078 0.971797 0.229767 0.0530822 0.0171695 0.00406289 0.999844
26 1.04359 0.359668 -0.677236 -0.0751 0.745 -0.6628 0.497274 0.832537 0.96862 0.212426 0.129037 -0.310284 0.614208 0.725584
27 1.01066 0.382567 -0.58112 -0.4811 0.8766 0 0.496121 0.825066 0.876608 0.481105 0.00986278 -0.0204538 -0.0111765 0.999728
28 1.04359 0.359668 -0.677236 -0.0751 0.745 -0.6628 0.497274 0.832537 0.96862 0.212426 0.129037 -0.310284 0.614208 0.725584
29 1.03074 0.352231 -0.67813 -0.318 0.6344 -0.7045 0.496176 0.832595 0.871567 0.488103 0.0461179 -0.424436 0.56922 0.704161
30 1.03074 0.352231 -0.67813 -0.318 0.6344 -0.7046 0.757569 0.984989 0.871567 0.488103 0.0461179 -0.424436 0.56922 0.704161
31 1.04359 0.359668 -0.677236 -0.0751 0.7451 -0.6628 0.758652 0.984998 0.96862 0.212426 0.129037 -0.310284 0.614208 0.725584
