0 0.0262028 -0.114949 1.0255 0.634097 -0.770435 -0.0659616 0.435171 0.810743 0.747341 0.632513 -0.203492 0.143907 0.0337657 0.989015
1 0.0251873 -0.113417 1.01068 0.6226 -0.75265 -0.214215 0.440363 0.839192 0.72966 0.657274 -0.188644 0.248984 -0.0689882 0.966047
2 0.0290815 -0.105212 1.01096 0.886996 -0.418541 -0.195096 0.458098 0.837278 0.41247 0.908059 -0.0727878 0.209899 -0.0108907 0.977662
3 0.0309526 -0.10541 1.02561 0.893556 -0.445433 -0.0560925 0.456176 0.807384 0.434506 0.889468 -0.141602 0.0983385 0.0722844 0.992524
4 0.0262028 -0.114949 1.0255 0.634097 -0.770435 -0.0659616 0.435171 0.810743 0.747341 0.632513 -0.203492 0.143907 0.0337657 0.989015
5 0.0290815 -0.105212 1.01096 0.886996 -0.418541 -0.195096 0.458098 0.837278 0.41247 0.908059 -0.0727878 0.209899 -0.0108907 0.977662
6 0.0227611 -0.11066 0.998915 0.582244 -0.710323 -0.395516 0.443946 0.862638 0.711204 0.680714 -0.175548 0.362804 -0.208352 0.908275
7 0.0257174 -0.104334 0.999135 0.847262 -0.375916 -0.375278 0.457626 0.862266 0.416601 0.90858 0.0304332 0.334031 -0.172256 0.926688
8 0.0290815 -0.105212 1.01096 0.886996 -0.418541 -0.195096 0.458098 0.837278 0.41247 0.908059 -0.0727878 0.209899 -0.0108907 0.977662
9 0.0251873 -0.113417 1.01068 0.6226 -0.75265 -0.214215 0.440363 0.839192 0.72966 0.657274 -0.188644 0.248984 -0.0689882 0.966047
10 0.0227611 -0.11066 0.998915 0.582244 -0.710323 -0.395516 0.443946 0.862638 0.711204 0.680714 -0.175548 0.362804 -0.208352 0.908275
11 0.0290815 -0.105212 1.01096 0.886996 -0.418541 -0.195096 0.458098 0.837278 0.41247 0.908059 -0.0727878 0.209899 -0.0108907 0.977662
12 0.0188661 -0.107201 0.989409 0.510782 -0.649716 -0.563001 0.445641 0.883473 0.713414 0.685758 -0.144137 0.466793 -0.340339 0.816256
13 0.0202311 -0.103214 0.988982 0.768725 -0.330642 -0.547483 0.453676 0.885437 0.44582 0.890786 0.088007 0.458189 -0.312535 0.832097
14 0.0257174 -0.104334 0.999135 0.847262 -0.375916 -0.375278 0.457626 0.862266 0.416601 0.90858 0.0304332 0.334031 -0.172256 0.926688
15 0.0227611 -0.11066 0.998915 0.582244 -0.710323 -0.395516 0.443946 0.862638 0.711204 0.680714 -0.175548 0.362804 -0.208352 0.908275
16 0.0188661 -0.107201 0.989409 0.510782 -0.649716 -0.563001 0.445641 0.883473 0.713414 0.685758 -0.144137 0.466793 -0.340339 0.816256
17 0.0257174 -0.104334 0.999135 0.847262 -0.375916 -0.375278 0.457626 0.862266 0.416601 0.90858 0.0304332 0.334031 -0.172256 0.926688
18 0.0188661 -0.107201 0.989409 0.510782 -0.649716 -0.563001 0.445641 0.883473 0.713414 0.685758 -0.144137 0.466793 -0.340339 0.816256
19 0.0119003 -0.100999 0.978211 0.468599 -0.616351 -0.632872 0.446873 0.91192 0.708317 0.690253 -0.147773 0.506785 -0.399236 0.764055
20 0.0202311 -0.103214 0.988982 0.768725 -0.330642 -0.547483 0.453676 0.885437 0.44582 0.890786 0.088007 0.458189 -0.312535 0.832097
21 -0.0355405 -0.104852 1.02574 -0.704788 -0.709239 -0.0159384 0.286258 0.807238 0.703707 -0.701783 0.110896 -0.049995 0.0272451 0.998378
22 -0.0346566 -0.104764 1.01098 -0.680978 -0.727012 -0.0878746 0.285861 0.837778 0.71782 -0.686434 0.116374 -0.110717 -0.0164054 0.993717
23 -0.0248275 -0.113918 1.01113 -0.663145 -0.736454 -0.133695 0.312627 0.840674 0.735749 -0.674191 0.0643459 -0.10523 -0.0851132 0.990799
24 -0.0251814 -0.11548 1.02571 -0.669074 -0.742961 -0.018701 0.315052 0.810687 0.737094 -0.666588 0.11114 -0.056694 0.0259339 0.998055
25 -0.0355405 -0.104852 1.02574 -0.704788 -0.709239 -0.0159384 0.286258 0.807238 0.703707 -0.701783 0.110896 -0.049995 0.0272451 0.998378
26 -0.0248275 -0.113918 1.01113 -0.663145 -0.736454 -0.133695 0.312627 0.840674 0.735749 -0.674191 0.0643459 -0.10523 -0.0851132 0.990799
27 -0.0248275 -0.113918 1.01113 -0.663145 -0.736454 -0.133695 0.312627 0.840674 0.735749 -0.674191 0.0643459 -0.10523 -0.0851132 0.990799
